"code","region","name","type_1_departments_major_a_e_4","type_2_departments_single_specialty_5","type_3_departments_other_a_e_minor_injury_unit_6","total_attendances","type_1_departments_major_a_e_8","type_2_departments_single_specialty_9","type_3_departments_other_a_e_minor_injury_unit_10","total_attendances_4_hours","type_1_departments_major_a_e_12","type_2_departments_single_specialty_13","type_3_departments_other_a_e_minor_injury_unit_14","total_attendances_4_hours_2","percentage_in_4_hours_or_less_all","percentage_in_4_hours_or_less_type_1","percentage_in_4_hours_or_less_type_2","percentage_in_4_hours_or_less_type_3","emergency_admissions_via_type_1_a_e","emergency_admissions_via_type_2_a_e","emergency_admissions_via_type_3_and_4_a_e","total_emergency_admissions_via_a_e","other_emergency_admissions_i_e_not_via_a_e","total_emergency_admissions","number_of_patients_spending_4_hours_from_decision_to_admit_to_admission","number_of_patients_spending_12_hours_from_decision_to_admit_to_admission","x28","month"
"R1J","NHS England South West","Gloucestershire Care Services NHS Trust",0,0,6627,6627,0,0,6556,6556,0,0,71,71,0.989286253206579,NA,NA,0.989286253206579,0,0,0,0,25,25,0,0,"Devon STP",2019-05-01
"RTE","NHS England South West","Gloucestershire Hospitals NHS Foundation Trust",13617,0,0,13617,11982,0,0,11982,1635,0,0,1635,0.879929499889844,0.879929499889844,NA,NA,3936,0,0,3936,852,4788,427,0,"Bath and North East Somerset, Swindon and Wiltshire STP",2019-05-01
"RN3","NHS England South West","Great Western Hospitals NHS Foundation Trust",7265,0,4963,12228,5340,0,4905,10245,1925,0,58,1983,0.837831207065751,0.735030970406056,NA,0.988313520048358,2342,0,0,2342,1274,3616,666,2,"Bristol, North Somerset and South Gloucestershire STP",2019-05-01
"RVJ","NHS England South West","North Bristol NHS Trust",8266,0,0,8266,6295,0,0,6295,1971,0,0,1971,0.7615533510767,0.7615533510767,NA,NA,3263,0,0,3263,1872,5135,393,0,"Dorset STP",2019-05-01
"RBZ","NHS England South West","Northern Devon Healthcare NHS Trust",4490,0,1076,5566,3668,0,1076,4744,822,0,0,822,0.852317642831477,0.816926503340757,NA,1,1173,0,0,1173,626,1799,205,0,"Dorset STP",2019-05-01
"L83087","NHS England South West","Okehampton Medical Centre",0,0,158,158,0,0,158,158,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Dorset STP",2019-05-01
"NQT5H","NHS England South West","Paulton Memorial Hospital",0,0,745,745,0,0,742,742,0,0,3,3,0.995973154362416,NA,NA,0.995973154362416,0,0,0,0,0,0,0,0,"Somerset STP",2019-05-01
"RD3","NHS England South West","Poole Hospital NHS Foundation Trust",6359,0,2068,8427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1792,0,0,1792,1393,3185,104,0,"Bristol, North Somerset and South Gloucestershire STP",2019-05-01
"REF","NHS England South West","Royal Cornwall Hospitals NHS Trust",7134,0,12566,19700,4928,0,12462,17390,2206,0,104,2310,0.882741116751269,0.690776562938043,NA,0.991723698869967,2709,0,31,2740,1117,3857,922,0,"Devon STP",2019-05-01
"RH8","NHS England South West","Royal Devon And Exeter NHS Foundation Trust",8305,0,4292,12597,6888,0,4272,11160,1417,0,20,1437,0.885925220290545,0.829379891631547,NA,0.995340167753961,1969,0,0,1969,1501,3470,164,12,"Bristol, North Somerset and South Gloucestershire STP",2019-05-01
"RD1","NHS England South West","Royal United Hospitals Bath NHS Foundation Trust",6514,0,1135,7649,5195,0,1130,6325,1319,0,5,1324,0.826905477840241,0.797513048817931,NA,0.995594713656388,2437,0,12,2449,1481,3930,407,0,"Bath and North East Somerset, Swindon and Wiltshire STP",2019-05-01
"RNZ","NHS England South West","Salisbury NHS Foundation Trust",4328,243,1638,6209,3634,242,1638,5514,694,1,0,695,0.888065711064584,0.839648798521257,0.995884773662551,1,1225,0,0,1225,774,1999,92,0,"Bath and North East Somerset, Swindon and Wiltshire STP",2019-05-01
"RH5","NHS England South West","Somerset Partnership NHS Foundation Trust",0,0,8415,8415,0,0,8392,8392,0,0,23,23,0.99726678550208,NA,NA,0.99726678550208,0,0,0,0,33,33,0,0,"Dorset STP",2019-05-01
"RYF","NHS England South West","South Western Ambulance Service NHS Foundation Trust",0,0,2017,2017,0,0,2007,2007,0,0,10,10,0.995042141794745,NA,NA,0.995042141794745,0,0,0,0,0,0,0,0,"Gloucestershire STP",2019-05-01
"RBA","NHS England South West","Taunton And Somerset NHS Foundation Trust",6549,0,0,6549,5263,0,0,5263,1286,0,0,1286,0.803634142617193,0.803634142617193,NA,NA,2210,0,0,2210,1234,3444,32,0,"Bristol, North Somerset and South Gloucestershire STP",2019-05-01
"AAH","NHS England South West","Tetbury Hospital Trust Ltd",0,0,200,200,0,0,200,200,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Cornwall and The Isles of Scilly Health & Social Care Partnership (STP)",2019-05-01
"RDZ","NHS England South West","The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust",7231,1410,703,9344,6556,1408,703,8667,675,2,0,677,0.927547089041096,0.906651915364403,0.998581560283688,1,2001,6,0,2007,1404,3411,76,0,"Devon STP",2019-05-01
"RA9","NHS England South West","Torbay And South Devon NHS Foundation Trust",6573,0,3442,10015,4988,0,3441,8429,1585,0,1,1586,0.841637543684473,0.758862011258177,NA,0.999709471237653,2507,0,0,2507,742,3249,310,0,"Devon STP",2019-05-01
"RA7","NHS England South West","University Hospitals Bristol NHS Foundation Trust",10041,2107,0,12148,7396,2073,0,9469,2645,34,0,2679,0.7794698715838,0.736580021910168,0.983863312766967,NA,3320,12,0,3332,943,4275,437,0,"Bath and North East Somerset, Swindon and Wiltshire STP",2019-05-01
"RK9","NHS England South West","University Hospitals Plymouth NHS Trust",9282,259,4467,14008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3031,0,0,3031,1167,4198,344,7,"Gloucestershire STP",2019-05-01
"RA3","NHS England South West","Weston Area Health NHS Trust",4529,0,0,4529,3625,0,0,3625,904,0,0,904,0.800397438728196,0.800397438728196,NA,NA,1163,0,0,1163,99,1262,258,4,"Devon STP",2019-05-01
"AXG","NHS England South West","Wiltshire Health & Care",0,0,3339,3339,0,0,3316,3316,0,0,23,23,0.993111710092842,NA,NA,0.993111710092842,0,0,0,0,0,0,0,0,"Somerset STP",2019-05-01
"NLX24","NHS England South West","Yate West Gate Centre",0,0,2390,2390,0,0,2376,2376,0,0,14,14,0.994142259414226,NA,NA,0.994142259414226,0,0,0,0,0,0,0,0,"Bristol, North Somerset and South Gloucestershire STP",2019-05-01
"RA4","NHS England South West","Yeovil District Hospital NHS Foundation Trust",5014,0,0,5014,4842,0,0,4842,172,0,0,172,0.96569605105704,0.96569605105704,NA,NA,1519,0,0,1519,517,2036,2,0,"Bristol, North Somerset and South Gloucestershire STP",2019-05-01
"RDD","NHS England East Of England","Basildon And Thurrock University Hospitals NHS Foundation Trust",11354,0,0,11354,10543,0,0,10543,811,0,0,811,0.928571428571429,0.928571428571429,NA,NA,3098,0,0,3098,262,3360,250,0,"Mid and South Essex STP",2019-04-01
"RC1","NHS England East Of England","Bedford Hospital NHS Trust",6349,0,944,7293,5015,0,944,5959,1334,0,0,1334,0.817084875908405,0.789888171365569,NA,1,2069,0,0,2069,259,2328,78,0,"Bedfordshire, Luton and Milton Keynes STP",2019-04-01
"RGT","NHS England East Of England","Cambridge University Hospitals NHS Foundation Trust",10412,0,3603,14015,7892,0,3599,11491,2520,0,4,2524,0.819907242240457,0.757971571263926,NA,0.998889814043852,3426,0,19,3445,568,4013,352,0,"Cambridgeshire and Peterborough STP",2019-04-01
"NQ108","NHS England East Of England","Clacton Hospital",0,0,2554,2554,0,0,2550,2550,0,0,4,4,0.998433829287392,NA,NA,0.998433829287392,0,0,0,0,0,0,4,0,"Suffolk and North East Essex STP",2019-04-01
"RWH","NHS England East Of England","East And North Hertfordshire NHS Trust",9167,0,4273,13440,6577,0,4248,10825,2590,0,25,2615,0.805431547619048,0.717464819461111,NA,0.994149309618535,2928,0,0,2928,813,3741,217,0,"Hertfordshire and West Essex STP",2019-04-01
"RDE","NHS England East Of England","East Suffolk And North Essex NHS Foundation Trust",16818,0,5394,22212,14471,0,5377,19848,2347,0,17,2364,0.893571042679633,0.860447139969081,NA,0.996848350018539,4837,0,160,4997,1633,6630,340,1,"Suffolk and North East Essex STP",2019-04-01
"NQ106","NHS England East Of England","Fryatt Hospital",0,0,576,576,0,0,576,576,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Suffolk and North East Essex STP",2019-04-01
"RY4","NHS England East Of England","Hertfordshire Community NHS Trust",0,0,909,909,0,0,908,908,0,0,1,1,0.998899889988999,NA,NA,0.998899889988999,0,0,0,0,0,0,0,0,"Hertfordshire and West Essex STP",2019-04-01
"DT301","NHS England East Of England","Herts Urgent Care (Ascots Lane)",0,0,1980,1980,0,0,1979,1979,0,0,1,1,0.99949494949495,NA,NA,0.99949494949495,4,0,0,4,0,4,0,0,"Hertfordshire and West Essex STP",2019-04-01
"RGP","NHS England East Of England","James Paget University Hospitals NHS Foundation Trust",6484,0,557,7041,5535,0,546,6081,949,0,11,960,0.863655730720068,0.853639728562616,NA,0.980251346499102,1527,0,0,1527,525,2052,88,0,"Norfolk and Waveney Health & Care Partnership (STP)",2019-04-01
"RC9","NHS England East Of England","Luton And Dunstable University Hospital NHS Foundation Trust",9047,0,3211,12258,8731,0,3211,11942,316,0,0,316,0.974220916952194,0.965071294351719,NA,1,3151,0,0,3151,1100,4251,75,0,"Bedfordshire, Luton and Milton Keynes STP",2019-04-01
"RQ8","NHS England East Of England","Mid Essex Hospital Services NHS Trust",8576,0,513,9089,6531,0,498,7029,2045,0,15,2060,0.773352404004841,0.761543843283582,NA,0.970760233918129,2190,0,0,2190,785,2975,396,0,"Mid and South Essex STP",2019-04-01
"RD8","NHS England East Of England","Milton Keynes University Hospital NHS Foundation Trust",7278,0,4618,11896,6502,0,4614,11116,776,0,4,780,0.934431741761937,0.893377301456444,NA,0.999133824166306,1735,0,0,1735,595,2330,104,0,"Bedfordshire, Luton and Milton Keynes STP",2019-04-01
"RM1","NHS England East Of England","Norfolk And Norwich University Hospitals NHS Foundation Trust",9473,0,2712,12185,5215,0,2364,7579,4258,0,348,4606,0.621994255231842,0.55051198142088,NA,0.871681415929204,3010,0,0,3010,1892,4902,1099,2,"Norfolk and Waveney Health & Care Partnership (STP)",2019-04-01
"RGN","NHS England East Of England","North West Anglia NHS Foundation Trust",13115,0,789,13904,9873,0,789,10662,3242,0,0,3242,0.766829689298044,0.75280213495997,NA,1,3317,0,1,3318,1066,4384,473,0,"Cambridgeshire and Peterborough STP",2019-04-01
"NMH01","NHS England East Of England","Norwich Practices Ltd",0,0,4715,4715,0,0,4715,4715,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Norfolk and Waveney Health & Care Partnership (STP)",2019-04-01
"Y02428","NHS England East Of England","Putnoe Medical Centre Walk In Centre",0,0,1859,1859,0,0,1859,1859,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Bedfordshire, Luton and Milton Keynes STP",2019-04-01
"RAJ","NHS England East Of England","Southend University Hospital NHS Foundation Trust",6975,0,1903,8878,5491,0,1847,7338,1484,0,56,1540,0.826537508447849,0.787240143369176,NA,0.970572779821335,2398,0,353,2751,1153,3904,83,0,"Mid and South Essex STP",2019-04-01
"RQW","NHS England East Of England","The Princess Alexandra Hospital NHS Trust",9008,0,0,9008,6272,0,0,6272,2736,0,0,2736,0.696269982238011,0.696269982238011,NA,NA,2257,0,0,2257,654,2911,511,10,"Hertfordshire and West Essex STP",2019-04-01
"RCX","NHS England East Of England","The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",5950,0,0,5950,5038,0,0,5038,912,0,0,912,0.84672268907563,0.84672268907563,NA,NA,2362,0,0,2362,673,3035,257,0,"Norfolk and Waveney Health & Care Partnership (STP)",2019-04-01
"RWG","NHS England East Of England","West Hertfordshire Hospitals NHS Trust",8586,0,4541,13127,6137,0,4526,10663,2449,0,15,2464,0.812295269292298,0.714768227346844,NA,0.996696762827571,3017,0,0,3017,451,3468,873,0,"Hertfordshire and West Essex STP",2019-04-01
"RGR","NHS England East Of England","West Suffolk NHS Foundation Trust",6295,0,434,6729,5412,0,434,5846,883,0,0,883,0.868776935651657,0.859729944400318,NA,1,2153,0,0,2153,653,2806,150,0,"Suffolk and North East Essex STP",2019-04-01
"RF4","NHS England London","Barking, Havering And Redbridge University Hospitals NHS Trust",15289,807,9522,25618,10394,775,9463,20632,4895,32,59,4986,0.805371223358576,0.679835175616456,0.960346964064436,0.993803822726318,4492,0,0,4492,443,4935,57,13,"East London Health & Care Partnership (STP)",2019-04-01
"R1H","NHS England London","Barts Health NHS Trust",26232,867,15689,42788,19392,856,15493,35741,6840,11,196,7047,0.835304290922689,0.739249771271729,0.987312572087659,0.987507170629103,8224,0,0,8224,1642,9866,1850,0,"East London Health & Care Partnership (STP)",2019-04-01
"AD913","NHS England London","Beckenham Beacon Ucc",0,0,4569,4569,0,0,4551,4551,0,0,18,18,0.996060407091267,NA,NA,0.996060407091267,0,0,0,0,0,0,0,0,"Our Healthier South East London STP",2019-04-01
"E84069","NHS England London","Belmont Health Centre",0,0,1618,1618,0,0,1618,1618,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"North West London Health & Care Partnership (STP)",2019-04-01
"RYX","NHS England London","Central London Community Healthcare NHS Trust",0,0,18355,18355,0,0,17996,17996,0,0,359,359,0.980441296649414,NA,NA,0.980441296649414,0,0,0,0,0,0,0,0,"North West London Health & Care Partnership (STP)",2019-04-01
"RQM","NHS England London","Chelsea And Westminster Hospital NHS Foundation Trust",18238,0,9172,27410,16959,0,8922,25881,1279,0,250,1529,0.944217438890916,0.929871696457945,NA,0.97274313126908,4256,0,0,4256,256,4512,29,1,"North West London Health & Care Partnership (STP)",2019-04-01
"RJ6","NHS England London","Croydon Health Services NHS Trust",7219,0,12481,19700,4326,0,12216,16542,2893,0,265,3158,0.839695431472081,0.599251973957612,NA,0.978767726944956,1919,0,0,1919,151,2070,699,0,"South West London Health & Care Partnership (STP)",2019-04-01
"Y02696","NHS England London","Edmonton GP Walk In Centre",0,0,1223,1223,0,0,1223,1223,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"North London Partners In Health & Care (STP)",2019-04-01
"RVR","NHS England London","Epsom And St Helier University Hospitals NHS Trust",12609,437,1885,14931,10741,437,1885,13063,1868,0,0,1868,0.874891166030407,0.851851851851852,1,1,3554,9,0,3563,135,3698,409,0,"South West London Health & Care Partnership (STP)",2019-04-01
"RJ1","NHS England London","Guy's And St Thomas' NHS Foundation Trust",13482,868,3611,17961,10805,868,3609,15282,2677,0,2,2679,0.850843494237515,0.801438955644563,1,0.999446136804209,3582,0,0,3582,717,4299,172,0,"Our Healthier South East London STP",2019-04-01
"Y03082","NHS England London","Harold Wood Wic",0,0,3236,3236,0,0,2902,2902,0,0,334,334,0.896786155747837,NA,NA,0.896786155747837,0,0,0,0,0,0,0,0,"East London Health & Care Partnership (STP)",2019-04-01
"RQX","NHS England London","Homerton University Hospital NHS Foundation Trust",11085,0,0,11085,10556,0,0,10556,529,0,0,529,0.952277852954443,0.952277852954443,NA,NA,1636,0,0,1636,205,1841,43,2,"East London Health & Care Partnership (STP)",2019-04-01
"RY9","NHS England London","Hounslow And Richmond Community Healthcare NHS Trust",0,0,4442,4442,0,0,4438,4438,0,0,4,4,0.9990995047276,NA,NA,0.9990995047276,0,0,0,0,0,0,0,0,"South West London Health & Care Partnership (STP)",2019-04-01
"RYJ","NHS England London","Imperial College Healthcare NHS Trust",10117,4318,9835,24270,7413,4288,9752,21453,2704,30,83,2817,0.883930778739184,0.732727093011762,0.993052339045855,0.991560752414845,3416,8,0,3424,1189,4613,408,12,"North West London Health & Care Partnership (STP)",2019-04-01
"RJZ","NHS England London","King's College Hospital NHS Foundation Trust",15903,0,8122,24025,9938,0,7294,17232,5965,0,828,6793,0.717252861602497,0.624913538326102,NA,0.89805466633834,4691,0,0,4691,318,5009,1141,17,"Our Healthier South East London STP",2019-04-01
"Y02973","NHS England London","Kings Park Surgery",0,0,665,665,0,0,665,665,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"East London Health & Care Partnership (STP)",2019-04-01
"RAX","NHS England London","Kingston Hospital NHS Foundation Trust",7667,1094,2291,11052,6330,1091,2246,9667,1337,3,45,1385,0.874683315237061,0.82561627755315,0.997257769652651,0.98035792230467,2445,0,0,2445,483,2928,251,0,"South West London Health & Care Partnership (STP)",2019-04-01
"RJ2","NHS England London","Lewisham And Greenwich NHS Trust",13388,0,12123,25511,9619,0,11643,21262,3769,0,480,4249,0.833444396534828,0.718479235135943,NA,0.96040584013858,4658,0,0,4658,576,5234,741,8,"Our Healthier South East London STP",2019-04-01
"R1K","NHS England London","London North West University Healthcare NHS Trust",12544,0,18197,30741,10103,0,17861,27964,2441,0,336,2777,0.90966461728636,0.805404974489796,NA,0.981535417926032,6342,0,0,6342,704,7046,539,0,"North West London Health & Care Partnership (STP)",2019-04-01
"RP6","NHS England London","Moorfields Eye Hospital NHS Foundation Trust",0,8203,0,8203,0,8154,0,8154,0,49,0,49,0.994026575643057,NA,0.994026575643057,NA,0,15,0,15,210,225,0,0,"North London Partners In Health & Care (STP)",2019-04-01
"RAT","NHS England London","North East London NHS Foundation Trust",0,0,4508,4508,0,0,4482,4482,0,0,26,26,0.994232475598935,NA,NA,0.994232475598935,0,0,0,0,0,0,0,0,"East London Health & Care Partnership (STP)",2019-04-01
"RAP","NHS England London","North Middlesex University Hospital NHS Trust",8572,517,6241,15330,6452,497,5993,12942,2120,20,248,2388,0.844227005870842,0.75268315445637,0.961315280464217,0.960262778400897,2533,0,0,2533,357,2890,422,0,"North London Partners In Health & Care (STP)",2019-04-01
"RT3","NHS England London","Royal Brompton & Harefield NHS Foundation Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,303,303,0,0,"North West London Health & Care Partnership (STP)",2019-04-01
"RAL","NHS England London","Royal Free London NHS Foundation Trust",20387,0,3570,23957,16627,0,3563,20190,3760,0,7,3767,0.842759944901281,0.815568744788346,NA,0.998039215686275,4368,0,0,4368,1033,5401,1085,0,"North London Partners In Health & Care (STP)",2019-04-01
"RAN","NHS England London","Royal National Orthopaedic Hospital NHS Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,0,0,31,31,0,0,"North London Partners In Health & Care (STP)",2019-04-01
"RJ7","NHS England London","St George's University Hospitals NHS Foundation Trust",13111,0,1335,14446,10996,0,1335,12331,2115,0,0,2115,0.853592690017998,0.838685073602319,NA,1,4179,0,0,4179,913,5092,271,1,"South West London Health & Care Partnership (STP)",2019-04-01
"RAS","NHS England London","The Hillingdon Hospitals NHS Foundation Trust",5772,0,8016,13788,3257,0,7959,11216,2515,0,57,2572,0.813460980562808,0.564275814275814,NA,0.992889221556886,2080,0,0,2080,337,2417,632,3,"North West London Health & Care Partnership (STP)",2019-04-01
"Y03094","NHS England London","The Junction Hc - Unregistered Patients",0,0,3199,3199,0,0,3199,3199,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"South West London Health & Care Partnership (STP)",2019-04-01
"Y03218","NHS England London","The Pinn Unregistered Wic",0,0,4566,4566,0,0,4566,4566,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"North West London Health & Care Partnership (STP)",2019-04-01
"RRV","NHS England London","University College London Hospitals NHS Foundation Trust",12003,0,0,12003,9284,0,0,9284,2719,0,0,2719,0.773473298342081,0.773473298342081,NA,NA,2002,0,0,2002,361,2363,190,3,"North London Partners In Health & Care (STP)",2019-04-01
"Y02147","NHS England London","Urgent Care Centre (Qms)",0,0,9482,9482,0,0,9272,9272,0,0,210,210,0.97785277367644,NA,NA,0.97785277367644,0,0,0,0,0,0,0,0,"Our Healthier South East London STP",2019-04-01
"RKE","NHS England London","Whittington Health NHS Trust",9077,0,0,9077,7681,0,0,7681,1396,0,0,1396,0.846204693180566,0.846204693180566,NA,NA,1410,0,0,1410,117,1527,297,1,"North London Partners In Health & Care (STP)",2019-04-01
"NL7","NHS England Midlands","Assura Vertis Urgent Care Centres (Birmingham)",0,0,6234,6234,0,0,6234,6234,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Birmingham and Solihull STP",2019-04-01
"8J094","NHS England Midlands","Badger Ltd",0,0,3191,3191,0,0,3191,3191,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Birmingham and Solihull STP",2019-04-01
"M85813","NHS England Midlands","Birmingham Wic",0,0,3449,3449,0,0,3449,3449,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Birmingham and Solihull STP",2019-04-01
"RQ3","NHS England Midlands","Birmingham Women's And Children's NHS Foundation Trust",5358,0,0,5358,4429,0,0,4429,929,0,0,929,0.826614408361329,0.826614408361329,NA,NA,1092,0,0,1092,265,1357,0,0,"Birmingham and Solihull STP",2019-04-01
"RFS","NHS England Midlands","Chesterfield Royal Hospital NHS Foundation Trust",6270,0,1820,8090,5022,0,1820,6842,1248,0,0,1248,0.845735475896168,0.800956937799043,NA,1,2202,0,0,2202,888,3090,275,8,"Joined Up Care Derbyshire STP",2019-04-01
"Y03571","NHS England Midlands","Corby Urgent Care Centre",0,0,5378,5378,0,0,5370,5370,0,0,8,8,0.998512458162886,NA,NA,0.998512458162886,0,0,0,0,0,0,0,0,"Northamptonshire STP",2019-04-01
"RYG","NHS England Midlands","Coventry And Warwickshire Partnership NHS Trust",0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0,9,9,73,82,0,0,"Coventry and Warwickshire STP",2019-04-01
"RY8","NHS England Midlands","Derbyshire Community Health Services NHS Foundation Trust",0,0,6382,6382,0,0,6381,6381,0,0,1,1,0.999843309307427,NA,NA,0.999843309307427,0,0,0,0,0,0,0,0,"Joined Up Care Derbyshire STP",2019-04-01
"NNJ","NHS England Midlands","Dhu Health Care C.I.C",0,0,2100,2100,0,0,2097,2097,0,0,3,3,0.998571428571429,NA,NA,0.998571428571429,0,0,0,0,0,0,0,0,"Joined Up Care Derbyshire STP",2019-04-01
"Y03007","NHS England Midlands","Erdington GP Health & Wellbeing Wic",0,0,2534,2534,0,0,2534,2534,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Birmingham and Solihull STP",2019-04-01
"RLT","NHS England Midlands","George Eliot Hospital NHS Trust",7552,0,0,7552,6108,0,0,6108,1444,0,0,1444,0.808792372881356,0.808792372881356,NA,NA,1387,0,0,1387,54,1441,520,19,"Coventry and Warwickshire STP",2019-04-01
"RNQ","NHS England Midlands","Kettering General Hospital NHS Foundation Trust",7843,0,0,7843,6320,0,0,6320,1523,0,0,1523,0.805814101746781,0.805814101746781,NA,NA,2506,0,0,2506,358,2864,479,0,"Northamptonshire STP",2019-04-01
"C82038","NHS England Midlands","Latham House Medical Practice",0,0,111,111,0,0,111,111,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-04-01
"RY5","NHS England Midlands","Lincolnshire Community Health Services NHS Trust",0,0,11051,11051,0,0,10755,10755,0,0,296,296,0.973215093656683,NA,NA,0.973215093656683,0,0,3,3,6,9,0,0,"Lincolnshire STP",2019-04-01
"NJS05","NHS England Midlands","Loughborough Urgent Care Centre",0,0,4639,4639,0,0,4575,4575,0,0,64,64,0.986203923259323,NA,NA,0.986203923259323,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-04-01
"C82009","NHS England Midlands","Market Harborough Med.Ctr",0,0,332,332,0,0,332,332,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-04-01
"NLO11","NHS England Midlands","Market Harborough Urgent Care Centre",0,0,496,496,0,0,496,496,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-04-01
"NLO09","NHS England Midlands","Melton Mowbray Urgent Care Centre",0,0,366,366,0,0,366,366,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-04-01
"RNS","NHS England Midlands","Northampton General Hospital NHS Trust",8510,1100,1474,11084,6187,1097,1474,8758,2323,3,0,2326,0.790147961024901,0.727027027027027,0.997272727272727,1,2126,0,0,2126,1223,3349,891,0,"Northamptonshire STP",2019-04-01
"NR3","NHS England Midlands","Nottingham Citycare Partnership",0,0,5057,5057,0,0,5053,5053,0,0,4,4,0.999209017203876,NA,NA,0.999209017203876,0,0,0,0,0,0,0,0,"Nottingham and Nottinghamshire Health and Care STP",2019-04-01
"RX1","NHS England Midlands","Nottingham University Hospitals NHS Trust",15617,1741,249,17607,9803,1698,246,11747,5814,43,3,5860,0.667177827000625,0.627713389255299,0.975301550832855,0.987951807228916,4332,0,0,4332,2938,7270,1270,1,"Nottingham and Nottinghamshire Health and Care STP",2019-04-01
"NLO10","NHS England Midlands","Oadby & Wigston Urgent Care Centre",0,0,2437,2437,0,0,2437,2437,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-04-01
"C82010","NHS England Midlands","Oakham Medical Practice",0,0,286,286,0,0,286,286,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-04-01
"NLO12","NHS England Midlands","Oakham Urgent Care Centre",0,0,418,418,0,0,418,418,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Leicester, Leicestershire and Rutland STP",2019-04-01
"RXK","NHS England Midlands","Sandwell And West Birmingham Hospitals NHS Trust",14264,1296,3348,18908,10174,1280,3343,14797,4090,16,5,4111,0.782578802623228,0.713264161525519,0.987654320987654,0.998506571087216,3697,41,0,3738,551,4289,885,0,"The Black Country and West Birmingham STP",2019-04-01
"RK5","NHS England Midlands","Sherwood Forest Hospitals NHS Foundation Trust",9264,0,4313,13577,8127,0,4222,12349,1137,0,91,1228,0.909552920380055,0.877266839378238,NA,0.978900996985857,3154,0,6,3160,399,3559,223,0,"Nottingham and Nottinghamshire Health and Care STP",2019-04-01
"RXW","NHS England Midlands","Shrewsbury And Telford Hospital NHS Trust",10088,0,2156,12244,6287,0,2067,8354,3801,0,89,3890,0.682293368180333,0.623215701823949,NA,0.958719851576994,2810,0,51,2861,2100,4961,1440,15,"Shropshire and Telford and Wrekin STP",2019-04-01
"R1D","NHS England Midlands","Shropshire Community Health NHS Trust",0,0,2492,2492,0,0,2491,2491,0,0,1,1,0.999598715890851,NA,NA,0.999598715890851,0,0,0,0,28,28,0,0,"Shropshire and Telford and Wrekin STP",2019-04-01
"C83023","NHS England Midlands","Sleaford Medical Group",0,0,613,613,0,0,613,613,0,0,0,0,1,NA,NA,1,0,0,0,0,12,12,0,0,"Lincolnshire STP",2019-04-01
"Y02615","NHS England Midlands","South Birmingham GP Walk In Centre",0,0,6262,6262,0,0,6262,6262,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"Birmingham and Solihull STP",2019-04-01
"RJC","NHS England Midlands","South Warwickshire NHS Foundation Trust",6055,0,730,6785,5638,0,730,6368,417,0,0,417,0.938540899042004,0.931131296449216,NA,1,1863,0,0,1863,273,2136,28,0,"Coventry and Warwickshire STP",2019-04-01
"Y02961","NHS England Midlands","Summerfield GP Surg & Urgent Care Centre",0,0,3093,3093,0,0,3093,3093,0,0,0,0,1,NA,NA,1,0,0,0,0,0,0,0,0,"The Black Country and West Birmingham STP",2019-04-01
